species.name,phenophase,trophic.level,consumer.type,food.source,habitat.type,eco.type,spp,type.of.action,continent,site.location,endo.ecto
Xestia c-nigrum,abundance,primary consumer,herbivore,plant material,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom,ectothermic
Xestia ditrapezium,abundance,primary consumer,herbivore,plant material,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom,ectothermic
Xestia sexstrigata,abundance,primary consumer,herbivore,plant material,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom,ectothermic
Xestia triangulum,abundance,primary consumer,herbivore,plant material,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom,ectothermic
Xestia xanthographa,abundance,primary consumer,herbivore,plant material,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom,ectothermic
Xylocampa areola,abundance,primary consumer,herbivore,plant material,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom,ectothermic
Zanclognatha tarsipennalis,abundance,primary consumer,herbivore,plant material,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom,ectothermic
Abraxas grossulariata,abundance,primary consumer,herbivore,plant material,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Abrostola tripartita,abundance,primary consumer,herbivore,plant material,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Achlya flavicornis,abundance,primary consumer,herbivore,plant material,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Acleris laterana,abundance,primary consumer,herbivore,plant material,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Acleris rhombana,abundance,primary consumer,herbivore,plant material,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Acleris variegana,abundance,primary consumer,herbivore,plant material,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Acronicta menyanthidis,abundance,primary consumer,herbivore,plant material,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Acyrthosiphon malvae,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Acyrthosiphon pisum,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Acyrthosiphon primulae,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Adelgidae,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Adelgidae and Phylloxeridae spp,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Aethalura punctulata,abundance,primary consumer,herbivore,plant material,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Agapeta hamana,abundance,primary consumer,herbivore,plant material,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Agriopis aurantiaria,abundance,primary consumer,herbivore,plant material,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Agriopis leucophaearia,abundance,primary consumer,herbivore,plant material,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Agriopis marginaria,abundance,primary consumer,herbivore,plant material,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Agriphila geniculea,abundance,primary consumer,herbivore,plant material,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Agriphila inquinatella,abundance,primary consumer,herbivore,plant material,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Agriphila straminella,abundance,primary consumer,herbivore,plant material,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Agriphila tristella,abundance,primary consumer,herbivore,plant material,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Agrochola circellaris,abundance,primary consumer,herbivore,plant material,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Agrochola helvola,abundance,primary consumer,herbivore,plant material,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Agrochola litura,abundance,primary consumer,herbivore,plant material,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Agrochola lota,abundance,primary consumer,herbivore,plant material,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Agrochola lychnidis,abundance,primary consumer,herbivore,plant material,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Agrochola macilenta,abundance,primary consumer,herbivore,plant material,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Agrotis clavis,abundance,primary consumer,herbivore,plant material,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Alliaria petiolata,flowering,primary producer,autotroph,photosynthesis,terrestrial,terrestrial,spp1,pollination,United Kingdom,United Kingdom ,ectothermic
Amphorophora rubi,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Anabaena circinalis,population growth,primary producer,autotroph,photosynthesis,freshwater,aquatic,spp1,herbivory,United Kingdom,United Kingdom ,ectothermic
Anabaena solitaria,population growth,primary producer,autotroph,photosynthesis,freshwater,aquatic,spp1,herbivory,United Kingdom,United Kingdom ,ectothermic
Anabaena spiroides,population growth,primary producer,autotroph,photosynthesis,freshwater,aquatic,spp1,herbivory,United Kingdom,United Kingdom ,ectothermic
Anoecia corni,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Anthocharis cardamines,first appearance,primary consumer,herbivore,nectar,terrestrial,terrestrial,spp2,pollination,United Kingdom,United Kingdom ,ectothermic
Aphanizomenon,population growth,primary producer,autotroph,photosynthesis,freshwater-marine,aquatic,spp1,herbivory,United Kingdom,United Kingdom ,ectothermic
Aphis,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Aphis fabae,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Aphis nasturtii,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Aphis pomi,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Aphis salicariae,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Aphis sambuci,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Aploneura lentisci,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Apus apus,first appearance,secondary consumer,insectivore,insects,terrestrial,terrestrial,spp2,predation,United Kingdom,United Kingdom ,endothermic
Asterionella,senescence,primary producer,autotroph,photosynthesis,marine,aquatic,spp1,herbivory,United Kingdom,United Kingdom ,ectothermic
Asterionella formosa,population growth,primary producer,autotroph,photosynthesis,freshwater,aquatic,spp1,herbivory,United Kingdom,United Kingdom ,ectothermic
Atheroides serrulatus,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Aulacorthum palustre,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Aulacorthum solani,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Aulacoseira,population growth,primary producer,autotroph,photosynthesis,freshwater,aquatic,spp1,herbivory,United Kingdom,United Kingdom ,ectothermic
Betulaphis quadrituberculata,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Bos taurus,reproduction,primary consumer,herbivore,plant material,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,endothermic
Bosmina,population growth,primary consumer,herbivore,"algae, diatom, protozoa",freshwater,aquatic,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Brachycaudus,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Brachycaudus helichrysi,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Brachycaudus rumexicolens,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Brevicoryne brassicae,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Bufo bufo,first appearance,secondary consumer,insectivore,insects and invertebrates,terrestrial,terrestrial,spp1,competition,United Kingdom,United Kingdom ,ectothermic
Bufo calamita,first appearance,secondary consumer,insectivore,insects,terrestrial,terrestrial,spp1,competition,United Kingdom,United Kingdom ,ectothermic
Calaphis flava,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Capitophorus elaeagni,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Capitophorus hippophaes,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Capitophorus similis,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Cardamine pratensis,flowering,primary producer,autotroph,photosynthesis,terrestrial,terrestrial,spp1,pollination,United Kingdom,United Kingdom ,ectothermic
Caterpillar,abundance,primary consumer,herbivore,plant material,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Cavariella,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Cavariella aegopodii,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Cavariella archangelicae,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Cavariella konoi,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Cavariella pastinacae,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Cavariella theobaldi,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Ceratium,population growth,primary producer,autotroph,photosynthesis,freshwater-marine,aquatic,spp1,herbivory,United Kingdom,United Kingdom ,ectothermic
Ceruraphis eriophori,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Chaitophorus,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Chaitophorus populeti,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Chaitophorus populialbae,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Chlamydomonas,population growth,primary producer,autotroph,photosynthesis,freshwater,aquatic,spp1,herbivory,United Kingdom,United Kingdom ,ectothermic
Chlorella,population growth,primary producer,autotroph,photosynthesis,freshwater,aquatic,spp1,herbivory,United Kingdom,United Kingdom ,ectothermic
Chlorophyll a,population growth,primary producer,autotroph,photosynthesis,freshwater,aquatic,spp1,herbivory,United Kingdom,United Kingdom ,ectothermic
Chrysochromulina,population growth,primary producer,autotroph,photosynthesis,freshwater,aquatic,spp1,herbivory,United Kingdom,United Kingdom ,ectothermic
Cinara,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Closterium,population growth,primary producer,autotroph,photosynthesis,freshwater,aquatic,spp1,herbivory,United Kingdom,United Kingdom ,ectothermic
Coenochloris fottii,population growth,primary producer,autotroph,photosynthesis,freshwater,aquatic,spp1,herbivory,United Kingdom,United Kingdom ,ectothermic
Coenococcus,population growth,primary producer,autotroph,photosynthesis,freshwater,aquatic,spp1,herbivory,United Kingdom,United Kingdom ,ectothermic
Cosmarium,population growth,primary producer,autotroph,photosynthesis,freshwater,aquatic,spp1,herbivory,United Kingdom,United Kingdom ,ectothermic
Crucigenia,population growth,primary producer,autotroph,photosynthesis,freshwater,aquatic,spp1,herbivory,United Kingdom,United Kingdom ,ectothermic
Cryptomonas,population growth,primary producer,autotroph,photosynthesis,freshwater,aquatic,spp1,herbivory,United Kingdom,United Kingdom ,ectothermic
Cryptomyzus galeopsidis,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Cyclops,population growth,secondary consumer,omnivore,"algae,rotifers, larvae",freshwater,aquatic,spp1,herbivory,United Kingdom,United Kingdom ,ectothermic
Cyclotella,population growth,primary producer,autotroph,photosynthesis,freshwater-terrestrial,aquatic,spp1,herbivory,United Kingdom,United Kingdom ,ectothermic
Daphnia,population growth,primary consumer,omnivore,algae and bacteria,freshwater,aquatic,spp1,predation,United Kingdom,United Kingdom ,ectothermic
Daphnia,population growth,primary consumer,omnivore,algae and bacteria,freshwater,aquatic,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Daphnia,population growth,primary consumer,omnivore,algae and bacteria,freshwater,aquatic,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Daphnia hyalina-galeata,abundance,primary consumer,omnivore,algae and bacteria,freshwater,aquatic,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Delichon urbicum,first appearance,secondary consumer,insectivore,insects,terrestrial,terrestrial,spp2,predation,United Kingdom,United Kingdom ,endothermic
Delichon urbicum,first appearance,secondary consumer,insectivore,insects,terrestrial,terrestrial,spp2,predation,United Kingdom,United Kingdom ,endothermic
Dictyosphaerium,population growth,primary producer,autotroph,photosynthesis,freshwater,aquatic,spp1,herbivory,United Kingdom,United Kingdom ,ectothermic
Dinobryon,population growth,primary producer,autotroph,photosynthesis,freshwater,aquatic,spp1,herbivory,United Kingdom,United Kingdom ,ectothermic
Diuraphis holcaphis,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Drepanosiphum platanoidis,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Dysaphis,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Dysaphis plantaginea,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Dysaphis pyri,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Elakatothrix,population growth,primary producer,autotroph,photosynthesis,freshwater,aquatic,spp1,herbivory,United Kingdom,United Kingdom ,ectothermic
Elatobium abietinum,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Eriosoma,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Eriosoma patchiae,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Eriosoma ulmi,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Eucallipterus tiliae,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Euceraphis punctipennis,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Eudorina,population growth,primary producer,autotroph,photosynthesis,freshwater,aquatic,spp1,herbivory,United Kingdom,United Kingdom ,ectothermic
Eulachnus agilis,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Eulachnus brevipilosus,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Falco subbuteo,first appearance,tertiary consumer,carnivore,"insects, birds",terrestrial,terrestrial,spp2,predation,United Kingdom,United Kingdom ,endothermic
Forda formicaria,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Fragilaria,population growth,primary producer,autotroph,photosynthesis,freshwater-terrestrial,aquatic,spp1,herbivory,United Kingdom,United Kingdom ,ectothermic
Fringilla coelebs,egg laying,secondary consumer,omnivore,"insects, seeds",terrestrial,terrestrial,spp2,predation,United Kingdom,United Kingdom ,endothermic
Geminella,population growth,primary producer,autotroph,photosynthesis,freshwater,aquatic,spp1,herbivory,United Kingdom,United Kingdom ,ectothermic
Gymnodinium,population growth,primary producer,autotroph,photosynthesis,freshwater-marine,aquatic,spp1,herbivory,United Kingdom,United Kingdom ,ectothermic
Hayhurstia atriplicis,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Hirundo rustica,first appearance,secondary consumer,insectivore,"insects, fruit",terrestrial,terrestrial,spp2,predation,United Kingdom,United Kingdom ,endothermic
Hyadaphis foeniculi,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Hyalopterus pruni,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Hyperomyzus lactucae,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Hyperomyzus pallidus,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Kaltenbachiella pallida,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Kirchneriella,population growth,primary producer,autotroph,photosynthesis,freshwater,aquatic,spp1,herbivory,United Kingdom,United Kingdom ,ectothermic
Linosiphon galiophagum,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Lipaphis erysimi,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Macrosiphum euphorbiae,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Macrosiphum rosae,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Megoura viciae,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Mesocyclops,population growth,secondary consumer,omnivore,insect larvae,freshwater,aquatic,spp1,herbivory,United Kingdom,United Kingdom ,ectothermic
Metopolophium albidum,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Metopolophium dirhodum,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Metopolophium fasciatum,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Metopolophium festucae,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Metopolophium frisicum,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Microcystis,population growth,primary producer,autotroph,photosynthesis,freshwater,aquatic,spp1,herbivory,United Kingdom,United Kingdom ,ectothermic
Microlophium carnosum,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Miliaria calandra,egg laying,secondary consumer,omnivore,"seeds, insects",terrestrial,terrestrial,spp2,predation,United Kingdom,United Kingdom ,endothermic
Monoraphidium,population growth,primary producer,autotroph,photosynthesis,freshwater,aquatic,spp1,herbivory,United Kingdom,United Kingdom ,ectothermic
Myzocallis,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Myzocallis castanicola,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Myzocallis coryli,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Myzus ascalonicus,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Myzus cerasi,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Myzus certus,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Myzus lythri,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Myzus persicae,first appearance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Myzus persicae,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Nasonovia ribisnigri,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Oocystis,population growth,primary producer,autotroph,photosynthesis,freshwater,aquatic,spp1,herbivory,United Kingdom,United Kingdom ,ectothermic
Operophtera brumata,abundance,primary consumer,herbivore,plant material,terrestrial,terrestrial,spp1,predation,United Kingdom,United Kingdom ,ectothermic
Ovatus crataegarius,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Ovatus insitus,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Pachypappa tremulae,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Parus major,egg laying,secondary consumer,omnivore,"insects, fruit, seeds",terrestrial,terrestrial,spp2,predation,United Kingdom,United Kingdom ,endothermic
Parus major,egg laying,secondary consumer,omnivore,"insects, fruit, seeds",terrestrial,terrestrial,spp2,predation,United Kingdom,United Kingdom ,endothermic
Parus major,egg laying,secondary consumer,omnivore,"insects, fruit, seeds",terrestrial,terrestrial,spp2,predation,United Kingdom,United Kingdom ,endothermic
Paulschulzia,population growth,primary producer,autotroph,photosynthesis,freshwater,aquatic,spp1,herbivory,United Kingdom,United Kingdom ,ectothermic
Pemphigus,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Pemphigus populi,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Perca fluviatilis,population growth,secondary consumer,carnivore,"fish, zookplanton, macroinvetebrates",freshwater,aquatic,spp2,predation,United Kingdom,United Kingdom ,ectothermic
Perca fluviatilis,spawning,secondary consumer,carnivore,"fish, zookplanton, macroinvetebrates",freshwater,aquatic,spp1,predation,United Kingdom,United Kingdom ,ectothermic
Peridinium,population growth,primary producer,autotroph,photosynthesis,freshwater,aquatic,spp1,herbivory,United Kingdom,United Kingdom ,ectothermic
Periphyllus,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Periphyllus testudinaceus,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Phorodon humuli,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Phyllaphis fagi,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Phylloscopus collybita,egg laying,secondary consumer,omnivore,"insects, fruit, seeds",terrestrial,terrestrial,spp2,predation,United Kingdom,United Kingdom ,endothermic
Phylloscopus collybita,first appearance,secondary consumer,omnivore,"insects, fruit, seeds",terrestrial,terrestrial,spp2,predation,United Kingdom,United Kingdom ,endothermic
Phylloscopus trochilus,first appearance,secondary consumer,omnivore,"insects, fruit, seeds",terrestrial,terrestrial,spp2,predation,United Kingdom,United Kingdom ,endothermic
Phylloxeridae,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Phytoplankton,population growth,primary producer,autotroph,photosynthesis,marine,aquatic,spp1,herbivory,United Kingdom,United Kingdom ,ectothermic
Pica pica,egg laying,secondary consumer,omnivore,"insects, seeds, animal material, berries",terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,endothermic
Planktothrix,population growth,primary producer,autotroph,photosynthesis,freshwater,aquatic,spp1,herbivory,United Kingdom,United Kingdom ,ectothermic
Prociphilus pini,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Pseudanabaena,population growth,primary producer,autotroph,photosynthesis,freshwater,aquatic,spp1,herbivory,United Kingdom,United Kingdom ,ectothermic
Pseudosphaerocystis,population growth,primary producer,autotroph,photosynthesis,freshwater,aquatic,spp1,herbivory,United Kingdom,United Kingdom ,ectothermic
Pterocallis alni,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Quercus robur,leafout,primary producer,autotroph,photosynthesis,terrestrial,terrestrial,spp1,herbivory,United Kingdom,United Kingdom ,ectothermic
Radiococcus,population growth,primary producer,autotroph,photosynthesis,freshwater,aquatic,spp1,herbivory,United Kingdom,United Kingdom ,ectothermic
Rana esculenta,first appearance,secondary consumer,insectivore,insects,freshwater-terrestrial,aquatic,spp2,competition,United Kingdom,United Kingdom ,ectothermic
Rana temporaria,first appearance,secondary consumer,insectivore,insects,freshwater-terrestrial,aquatic,spp1,competition,United Kingdom,United Kingdom ,ectothermic
Rhodomonas,population growth,primary producer,autotroph,photosynthesis,freshwater-terrestrial,aquatic,spp1,herbivory,United Kingdom,United Kingdom ,ectothermic
Rhopalomyzus lonicerae,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
Rhopalosiphum,abundance,primary consumer,herbivore,phloem,terrestrial,terrestrial,spp2,herbivory,United Kingdom,United Kingdom ,ectothermic
