Species,MSW2,MSW3,Country,native,Family,Genus,sex,PM4,CsupL,Lat,Long,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Michigan,native,Mustelidae,Mustela,Female,3.27,1.23,42.67,-84.17,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Alaska,native,Mustelidae,Mustela,Female,3.35,1.23,71.30,-156.78,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Washington,native,Mustelidae,Mustela,Female,3.10,1.24,47.05,-122.88,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Nevada,native,Mustelidae,Mustela,Female,3.26,1.24,39.22,-113.92,,,,
Mustela erminea,Mustela erminea,Mustela erminea,British Columbia,native,Mustelidae,Mustela,Female,3.30,1.24,49.07,-122.12,,,,
Mustela erminea,Mustela erminea,Mustela erminea,South Dakota,native,Mustelidae,Mustela,Male,3.31,1.24,44.00,-103.00,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Ontario,native,Mustelidae,Mustela,Female,3.34,1.24,57.00,-92.30,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Colorado,native,Mustelidae,Mustela,Male,3.49,1.24,38.75,-107.00,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Minnesota,native,Mustelidae,Mustela,Female,3.51,1.24,45.42,-93.20,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Vermont,native,Mustelidae,Mustela,Male,3.51,1.24,43.62,-72.98,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Maine,native,Mustelidae,Mustela,Female,3.57,1.24,43.93,-69.98,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Michigan,native,Mustelidae,Mustela,Female,2.90,1.24,42.27,-83.73,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Minnesota,native,Mustelidae,Mustela,Male,2.98,1.24,47.43,-92.57,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Quebec,native,Mustelidae,Mustela,Male,3.01,1.24,59.67,-77.58,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Belgium,native,Mustelidae,Mustela,Female,3.02,1.24,50.30,5.47,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Sweden,native,Mustelidae,Mustela,Male,3.06,1.24,64.60,18.67,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Minnesota,native,Mustelidae,Mustela,Male,3.13,1.24,48.75,-95.53,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Ohio,native,Mustelidae,Mustela,Female,3.14,1.24,41.32,-81.33,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,North Dakota,native,Mustelidae,Mustela,Female,3.16,1.24,46.25,-100.67,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Sweden,native,Mustelidae,Mustela,Male,3.16,1.24,63.60,15.35,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Belgium,native,Mustelidae,Mustela,Female,3.19,1.24,50.30,5.47,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Switzerland,native,Mustelidae,Mustela,Female,3.21,1.24,47.38,7.82,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Sweden,native,Mustelidae,Mustela,Male,3.22,1.24,64.60,18.67,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Sweden,native,Mustelidae,Mustela,Male,3.26,1.24,63.60,15.35,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Alaska,native,Mustelidae,Mustela,Female,3.27,1.24,71.30,-156.78,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Alaska,native,Mustelidae,Mustela,Female,3.32,1.24,64.85,-147.80,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Portugal,native,Mustelidae,Mustela,Female,3.41,1.24,41.50,-8.13,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Pakistan,native,Mustelidae,Mustela,Female,3.75,1.25,34.78,73.63,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Ohio,native,Mustelidae,Mustela,Male,2.90,1.25,41.33,-82.50,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,South Dakota,native,Mustelidae,Mustela,Female,2.94,1.25,43.78,-96.93,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Michigan,native,Mustelidae,Mustela,Male,3.01,1.25,42.58,-85.88,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Britain,native,Mustelidae,Mustela,Female,3.12,1.25,50.90,-0.40,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Sweden,native,Mustelidae,Mustela,Male,3.18,1.25,63.38,14.88,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Ohio,native,Mustelidae,Mustela,Male,3.20,1.25,41.37,-83.48,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Alaska,native,Mustelidae,Mustela,Female,3.21,1.25,64.85,-147.80,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Sweden,native,Mustelidae,Mustela,Male,3.21,1.25,64.50,19.33,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Sweden,native,Mustelidae,Mustela,Male,3.21,1.25,63.38,14.88,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,France,native,Mustelidae,Mustela,Female,3.23,1.25,49.25,6.00,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Sweden,native,Mustelidae,Mustela,Male,3.23,1.25,63.38,14.88,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Belgium,native,Mustelidae,Mustela,Female,3.24,1.25,50.65,4.57,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Belgium,native,Mustelidae,Mustela,Female,3.24,1.25,50.30,5.47,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Sweden,native,Mustelidae,Mustela,Male,3.26,1.25,63.38,14.88,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Sweden,native,Mustelidae,Mustela,Female,3.30,1.25,57.18,13.58,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Netherlands,native,Mustelidae,Mustela,Female,3.31,1.25,52.55,4.67,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Germany,native,Mustelidae,Mustela,Male,3.31,1.25,50.22,8.00,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Belgium,native,Mustelidae,Mustela,Female,3.33,1.25,50.30,5.47,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Sweden,native,Mustelidae,Mustela,Male,3.38,1.25,63.38,14.88,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Britain,native,Mustelidae,Mustela,Female,3.40,1.25,55.07,-3.28,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Sweden,native,Mustelidae,Mustela,Male,3.40,1.25,60.15,15.18,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Nevada,native,Mustelidae,Mustela,Female,2.92,1.26,39.17,-119.90,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Washington,native,Mustelidae,Mustela,Female,3.31,1.26,48.75,-120.72,,,,
Mustela erminea,Mustela erminea,Mustela erminea,California,native,Mustelidae,Mustela,Female,3.36,1.26,37.90,-119.52,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Idaho,native,Mustelidae,Mustela,Female,3.39,1.26,45.77,-115.70,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Montana,native,Mustelidae,Mustela,Female,3.39,1.26,48.80,-113.65,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Idaho,native,Mustelidae,Mustela,Female,3.43,1.26,42.87,-112.45,,,,
Mustela erminea,Mustela erminea,Mustela erminea,South Dakota,native,Mustelidae,Mustela,Male,3.44,1.26,44.00,-103.00,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Vermont,native,Mustelidae,Mustela,Male,3.55,1.26,43.62,-72.98,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Labrador,native,Mustelidae,Mustela,Female,3.61,1.26,52.27,-55.58,,,,
Mustela erminea,Mustela erminea,Mustela erminea,New York,native,Mustelidae,Mustela,Female,3.63,1.26,42.33,-78.87,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Tukarak,native,Mustelidae,Mustela,Female,3.69,1.26,56.27,-78.75,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Michigan,native,Mustelidae,Mustela,Male,3.04,1.26,43.50,-82.83,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,North Western Teritorries,native,Mustelidae,Mustela,Male,3.04,1.26,60.00,-111.88,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Michigan,native,Mustelidae,Mustela,Male,3.07,1.26,42.27,-83.73,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Michigan,native,Mustelidae,Mustela,Female,3.08,1.26,42.67,-84.17,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Sweden,native,Mustelidae,Mustela,Male,3.12,1.26,63.67,14.62,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Switzerland,native,Mustelidae,Mustela,Female,3.17,1.26,47.40,7.92,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Sweden,native,Mustelidae,Mustela,Male,3.23,1.26,59.38,17.22,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Sweden,native,Mustelidae,Mustela,Male,3.25,1.26,63.60,15.35,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Sweden,native,Mustelidae,Mustela,Male,3.27,1.26,63.38,14.88,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Sweden,native,Mustelidae,Mustela,Male,3.30,1.26,58.92,17.13,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,France,native,Mustelidae,Mustela,Female,3.32,1.26,43.00,0.50,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Ohio,native,Mustelidae,Mustela,Male,3.32,1.26,41.75,-81.25,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Alaska,native,Mustelidae,Mustela,Female,3.37,1.26,71.30,-156.78,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Sweden,native,Mustelidae,Mustela,Female,3.42,1.26,58.42,15.62,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Sweden,native,Mustelidae,Mustela,Male,3.42,1.26,63.38,14.88,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Britain,native,Mustelidae,Mustela,Female,3.49,1.26,51.18,-0.65,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Sweden,native,Mustelidae,Mustela,Male,3.53,1.26,63.32,14.82,,,,
Mustela erminea,Mustela erminea,Mustela erminea,British Columbia,native,Mustelidae,Mustela,Female,3.29,1.27,51.67,-116.60,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Nevada,native,Mustelidae,Mustela,Male,3.31,1.27,41.83,-118.75,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Vancouver Island,native,Mustelidae,Mustela,Female,3.43,1.27,49.28,-124.37,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Idaho,native,Mustelidae,Mustela,Male,3.49,1.27,45.77,-115.70,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Vermont,native,Mustelidae,Mustela,Female,3.51,1.27,43.62,-72.98,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Belgium,native,Mustelidae,Mustela,Female,2.80,1.27,50.00,5.50,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Minnesota,native,Mustelidae,Mustela,Male,2.98,1.27,48.77,-95.72,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Sweden,native,Mustelidae,Mustela,Male,2.99,1.27,63.38,14.88,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,North Dakota,native,Mustelidae,Mustela,Male,3.00,1.27,48.33,-101.67,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,North Dakota,native,Mustelidae,Mustela,Male,3.04,1.27,48.42,-97.42,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Belgium,native,Mustelidae,Mustela,Female,3.06,1.27,50.30,5.47,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Sweden,native,Mustelidae,Mustela,Female,3.09,1.27,58.42,15.62,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Michigan,native,Mustelidae,Mustela,Female,3.11,1.27,42.58,-85.88,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Sweden,native,Mustelidae,Mustela,Male,3.15,1.27,63.60,15.35,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,North Dakota,native,Mustelidae,Mustela,Male,3.23,1.27,48.75,-98.50,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Sweden,native,Mustelidae,Mustela,Male,3.24,1.27,63.60,15.35,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Germany,native,Mustelidae,Mustela,Female,3.30,1.27,52.27,10.53,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Sweden,native,Mustelidae,Mustela,Male,3.31,1.27,63.60,15.35,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Alaska,native,Mustelidae,Mustela,Male,3.32,1.27,71.30,-156.78,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Indiana,native,Mustelidae,Mustela,Male,3.34,1.27,40.73,-85.18,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Ohio,native,Mustelidae,Mustela,Female,3.36,1.27,39.78,-83.85,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Ohio,native,Mustelidae,Mustela,Male,3.38,1.27,41.08,-83.17,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Netherlands,native,Mustelidae,Mustela,Female,3.39,1.27,51.30,4.03,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Germany,native,Mustelidae,Mustela,Female,3.40,1.27,52.52,13.40,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Germany,native,Mustelidae,Mustela,Female,3.47,1.27,51.17,13.68,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Alaska,native,Mustelidae,Mustela,Female,3.49,1.27,71.30,-156.78,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Italy,native,Mustelidae,Mustela,Female,3.62,1.27,44.83,8.68,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Oregon,native,Mustelidae,Mustela,Female,3.22,1.28,43.25,-123.17,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Washington,native,Mustelidae,Mustela,Female,3.28,1.28,46.02,-121.55,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Quebec,native,Mustelidae,Mustela,Female,3.60,1.28,50.00,-68.15,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Sweden,native,Mustelidae,Mustela,Male,2.96,1.28,61.37,16.98,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Minnesota,native,Mustelidae,Mustela,Male,3.02,1.28,48.68,-95.67,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Alaska,native,Mustelidae,Mustela,Female,3.07,1.28,71.38,-156.48,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Belgium,native,Mustelidae,Mustela,Female,3.13,1.28,50.30,5.47,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Belgium,native,Mustelidae,Mustela,Female,3.17,1.28,50.30,5.47,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Alaska,native,Mustelidae,Mustela,Female,3.18,1.28,62.90,-156.97,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Alaska,native,Mustelidae,Mustela,Female,3.19,1.28,71.30,-156.78,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Alaska,native,Mustelidae,Mustela,Female,3.29,1.28,71.30,-156.78,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Alaska,native,Mustelidae,Mustela,Male,3.30,1.28,70.45,-150.35,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Sweden,native,Mustelidae,Mustela,Male,3.31,1.28,63.07,18.33,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Belgium,native,Mustelidae,Mustela,Female,3.34,1.28,50.42,5.00,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Sweden,native,Mustelidae,Mustela,Male,3.35,1.28,63.07,18.33,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Alaska,native,Mustelidae,Mustela,Male,3.38,1.28,69.08,-144.62,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Sweden,native,Mustelidae,Mustela,Male,3.39,1.28,58.67,16.40,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Alaska,native,Mustelidae,Mustela,Female,3.42,1.28,71.30,-156.78,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Belgium,native,Mustelidae,Mustela,Female,3.62,1.28,50.30,5.47,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Belgium,native,Mustelidae,Mustela,Female,3.62,1.28,50.58,4.72,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Washington,native,Mustelidae,Mustela,Female,3.18,1.29,46.20,-122.18,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Washington,native,Mustelidae,Mustela,Female,3.26,1.29,46.27,-123.45,,,,
Mustela erminea,Mustela erminea,Mustela erminea,South Dakota,native,Mustelidae,Mustela,Male,3.35,1.29,44.00,-103.00,,,,
Mustela erminea,Mustela erminea,Mustela erminea,California,native,Mustelidae,Mustela,Male,3.38,1.29,39.43,-120.22,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Maine,native,Mustelidae,Mustela,Female,3.39,1.29,44.73,-67.38,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Idaho,native,Mustelidae,Mustela,Female,3.61,1.29,45.97,-115.70,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Washington,native,Mustelidae,Mustela,Female,3.63,1.29,48.98,-120.07,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Belgium,native,Mustelidae,Mustela,Female,2.99,1.29,50.30,5.47,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Ohio,native,Mustelidae,Mustela,Male,2.99,1.29,41.75,-81.25,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Ohio,native,Mustelidae,Mustela,Male,3.09,1.29,40.15,-82.68,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Minnesota,native,Mustelidae,Mustela,Male,3.17,1.29,43.67,-93.08,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Belgium,native,Mustelidae,Mustela,Female,3.21,1.29,50.30,5.47,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Sweden,native,Mustelidae,Mustela,Male,3.23,1.29,63.60,15.35,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Sweden,native,Mustelidae,Mustela,Male,3.24,1.29,64.60,18.67,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Michigan,native,Mustelidae,Mustela,Male,3.25,1.29,42.27,-83.73,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Sweden,native,Mustelidae,Mustela,Male,3.27,1.29,61.80,15.85,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Alaska,native,Mustelidae,Mustela,Female,3.28,1.29,71.30,-156.78,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Sweden,native,Mustelidae,Mustela,Female,3.36,1.29,63.07,18.33,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Sweden,native,Mustelidae,Mustela,Male,3.38,1.29,64.55,18.65,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Sweden,native,Mustelidae,Mustela,Male,3.38,1.29,63.38,14.88,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Sweden,native,Mustelidae,Mustela,Male,3.40,1.29,63.38,14.88,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Oregon,native,Mustelidae,Mustela,Female,3.05,1.30,43.25,-122.40,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Ontario,native,Mustelidae,Mustela,Female,3.30,1.30,49.42,-82.43,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Labrador,native,Mustelidae,Mustela,Female,3.31,1.30,51.52,-56.82,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Vancouver Island,native,Mustelidae,Mustela,Female,3.43,1.30,49.17,-123.93,,,,
Mustela erminea,Mustela erminea,Mustela erminea,British Columbia,native,Mustelidae,Mustela,Female,3.49,1.30,55.35,-127.68,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Minnesota,native,Mustelidae,Mustela,Female,3.53,1.30,47.67,-94.83,,,,
Mustela erminea,Mustela erminea,Mustela erminea,British Columbia,native,Mustelidae,Mustela,Female,3.57,1.30,55.95,-126.62,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Massachusetts,native,Mustelidae,Mustela,Female,3.65,1.30,41.90,-70.92,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Alaska,native,Mustelidae,Mustela,Female,3.68,1.30,55.65,-131.98,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Minnesota,native,Mustelidae,Mustela,Female,3.69,1.30,45.32,-93.08,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Minnesota,native,Mustelidae,Mustela,Female,3.72,1.30,45.27,-93.23,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Minnesota,native,Mustelidae,Mustela,Female,3.73,1.30,45.32,-93.08,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Pakistan,native,Mustelidae,Mustela,Female,3.91,1.30,34.78,73.63,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Minnesota,native,Mustelidae,Mustela,Male,3.07,1.30,48.87,-95.80,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Sweden,native,Mustelidae,Mustela,Male,3.15,1.30,63.60,15.35,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Russia,native,Mustelidae,Mustela,Female,3.18,1.30,62.05,160.50,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Sweden,native,Mustelidae,Mustela,Male,3.19,1.30,63.60,15.35,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Sweden,native,Mustelidae,Mustela,Male,3.23,1.30,63.60,15.35,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Sweden,native,Mustelidae,Mustela,Male,3.25,1.30,66.05,17.90,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Sweden,native,Mustelidae,Mustela,Female,3.26,1.30,55.61,13.63,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Britain,native,Mustelidae,Mustela,Female,3.29,1.30,50.92,-1.42,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Britain,native,Mustelidae,Mustela,Female,3.29,1.30,52.25,1.00,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Belgium,native,Mustelidae,Mustela,Female,3.32,1.30,50.30,5.47,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Ohio,native,Mustelidae,Mustela,Male,3.33,1.30,41.23,-81.15,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Sweden,native,Mustelidae,Mustela,Male,3.36,1.30,63.60,15.35,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Britain,native,Mustelidae,Mustela,Female,3.39,1.30,51.77,-0.65,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Britain,native,Mustelidae,Mustela,Female,3.41,1.30,57.68,-4.03,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Alaska,native,Mustelidae,Mustela,Female,3.43,1.30,71.30,-156.78,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Sweden,native,Mustelidae,Mustela,Female,3.51,1.30,55.61,13.68,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Sjaelland,native,Mustelidae,Mustela,Female,3.37,1.31,55.50,11.75,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Oregon,native,Mustelidae,Mustela,Female,3.10,1.31,45.45,-123.85,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Washington,native,Mustelidae,Mustela,Female,3.15,1.31,47.05,-122.88,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Vancouver Island,native,Mustelidae,Mustela,Female,3.33,1.31,48.87,-124.27,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Maine,native,Mustelidae,Mustela,Female,3.56,1.31,45.63,-68.78,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Vermont,native,Mustelidae,Mustela,Female,3.64,1.31,43.62,-72.98,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Germany,native,Mustelidae,Mustela,Female,3.08,1.31,54.13,10.62,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Sweden,native,Mustelidae,Mustela,Female,3.13,1.31,64.82,16.82,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Ukraine,native,Mustelidae,Mustela,Female,3.13,1.31,46.13,33.38,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Sweden,native,Mustelidae,Mustela,Female,3.19,1.31,58.42,15.62,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Belgium,native,Mustelidae,Mustela,Female,3.22,1.31,50.30,5.47,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Russia,native,Mustelidae,Mustela,Male,3.23,1.31,68.53,160.93,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Sweden,native,Mustelidae,Mustela,Male,3.23,1.31,63.67,14.62,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Sweden,native,Mustelidae,Mustela,Male,3.24,1.31,67.13,20.70,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Sweden,native,Mustelidae,Mustela,Male,3.25,1.31,64.60,18.67,,,,
